_id;recvTime;LAT;LON;NO2;PM1;PM10;PM25
616a007599f6325ace5f703c;2021-10-15T22:28:03.283Z;64.74579;20.959072;4.7390626E-5;0.009814353;0.010094693;0.010094515
616a01a399f6325ace5f7041;2021-10-15T22:33:03.744Z;64.74579;20.959072;-0.0018978585;0.0;0.0;0.0
616a02cf99f6325ace5f7048;2021-10-15T22:38:04.215Z;64.74579;20.959072;-8.7614293E-4;0.029443057;0.030284079;0.030283544
616a03f999f6325ace5f704f;2021-10-15T22:43:04.685Z;64.74579;20.959072;-0.0016388592;0.019628748;0.020189429;0.020189073
616a052799f6325ace5f7053;2021-10-15T22:48:05.121Z;64.74579;20.959072;-0.0016769947;0.0;0.0;0.0
616a065299f6325ace5f705a;2021-10-15T22:53:05.625Z;64.74579;20.959072;-0.0019840777;0.0;0.0;0.0
616a077e99f6325ace5f7061;2021-10-15T22:58:06.045Z;64.74579;20.959072;-0.0012873549;0.019628705;0.020189386;0.02018903
616a08ab99f6325ace5f7066;2021-10-15T23:03:06.514Z;64.74579;20.959072;1.3817074E-4;0.03925741;0.04037877;0.04037806
616a09d799f6325ace5f706d;2021-10-15T23:08:07.003Z;64.74579;20.959072;-0.0015881434;0.009814331;0.010094671;0.010094493
616a0b0399f6325ace5f7074;2021-10-15T23:13:07.477Z;64.74579;20.959072;-0.0020813604;0.009814353;0.010094693;0.010094515
616a0c2f99f6325ace5f7078;2021-10-15T23:18:07.904Z;64.74579;20.959072;-0.0011904936;0.009814353;0.010094693;0.010094515
616a0d5c99f6325ace5f707f;2021-10-15T23:23:08.377Z;64.74579;20.959072;-0.0018580273;0.009814331;0.010094671;0.010094493
616a0e8c99f6325ace5f7086;2021-10-15T23:28:08.828Z;64.74579;20.959072;-9.758766E-4;0.02944312;0.030284144;0.03028361
616a0fb599f6325ace5f708b;2021-10-15T23:33:09.309Z;64.74579;20.959072;-0.0015421205;0.009814353;0.010094693;0.010094515
616a10e699f6325ace5f7092;2021-10-15T23:38:09.761Z;64.74579;20.959072;-0.001773883;0.009814353;0.010094693;0.010094515
616a121099f6325ace5f7099;2021-10-15T23:43:10.216Z;64.74579;20.959072;0.0011923333;0.019628705;0.020189386;0.02018903
616a133f99f6325ace5f709e;2021-10-15T23:48:10.688Z;64.74579;20.959072;-0.0013704045;0.019628705;0.020189386;0.02018903
616a146a99f6325ace5f70a5;2021-10-15T23:53:11.144Z;64.74579;20.959072;-0.0015618467;0.009814353;0.010094693;0.010094515
616a159499f6325ace5f70ac;2021-10-15T23:58:11.587Z;64.74579;20.959072;-0.0010627927;0.029442994;0.030284014;0.030283479
616a16c399f6325ace5f70b2;2021-10-16T00:03:12.057Z;64.74579;20.959072;-0.0013430159;0.019628705;0.020189386;0.02018903
616a17ee99f6325ace5f70b7;2021-10-16T00:08:12.533Z;64.74579;20.959072;-8.484009E-4;0.009814353;0.010094693;0.010094515
616a191999f6325ace5f70be;2021-10-16T00:13:12.966Z;64.74579;20.959072;-0.0011288457;0.009814353;0.010094693;0.010094515
616a1a4699f6325ace5f70c3;2021-10-16T00:18:13.434Z;64.74579;20.959072;-0.0018549447;0.019628705;0.020189386;0.02018903
616a1b7399f6325ace5f70c9;2021-10-16T00:23:13.909Z;64.74579;20.959072;-0.0010774478;0.019628705;0.020189386;0.02018903
616a1c9e99f6325ace5f70d0;2021-10-16T00:28:14.363Z;64.74579;20.959072;-0.001547199;0.019628705;0.020189386;0.02018903
616a1dca99f6325ace5f70d6;2021-10-16T00:33:14.827Z;64.74579;20.959072;-0.0014689614;0.009814374;0.010094714;0.0100945365
616a1ef999f6325ace5f70dc;2021-10-16T00:38:15.275Z;64.74579;20.959072;-0.0014650496;0.019628705;0.020189386;0.02018903
616a202399f6325ace5f70e3;2021-10-16T00:43:15.757Z;64.74579;20.959072;-0.0016683044;0.019628705;0.020189386;0.02018903
616a215099f6325ace5f70e9;2021-10-16T00:48:16.276Z;64.74579;20.959072;-1.8442745E-4;0.009814353;0.010094693;0.010094515
616a227d99f6325ace5f70ef;2021-10-16T00:53:16.656Z;64.74579;20.959072;1.478147E-4;0.009814353;0.010094693;0.010094515
616a23ad99f6325ace5f70f6;2021-10-16T00:58:17.153Z;64.74579;20.959072;-0.0015876612;0.009814353;0.010094693;0.010094515
616a24d699f6325ace5f70fc;2021-10-16T01:03:17.633Z;64.74579;20.959072;-3.7419525E-4;0.019628663;0.020189341;0.020188985
616a260299f6325ace5f7102;2021-10-16T01:08:18.067Z;64.74579;20.959072;-6.51242E-5;0.009814353;0.010094693;0.010094515
