_id;recvTime;LAT;LON;NO2;PM1;PM10;PM25;Timestamp;devAddr
6052325999f63279b620cadb;2021-03-17T16:46:17.367Z;64.75068;20.960518;-8.223684E-4;0.19628829;0.20189513;0.20189159;17-03-2021T17:46:17.0332+0100;2,02E+60
6052338599f63279b620cade;2021-03-17T16:51:17.811Z;64.75068;20.960518;-8.223684E-4;0.28461868;0.2927486;0.29274344;17-03-2021T17:51:17.0782+0100;2,02E+60
605234b499f63279b620cae0;2021-03-17T16:56:18.278Z;64.75068;20.960518;-8.223684E-4;0.21591713;0.22208464;0.22208072;17-03-2021T17:56:18.0244+0100;2,02E+60
605235e299f63279b620cae3;2021-03-17T17:01:18.736Z;64.75068;20.960518;-8.223684E-4;0.17113853;0.1774221;0.17741354;17-03-2021T18:01:18.0694+0100;2,02E+60
6052370d99f63279b620cae6;2021-03-17T17:06:19.212Z;64.75068;20.960518;-8.223684E-4;0.14954682;0.15521364;0.15520546;17-03-2021T18:06:19.0170+0100;2,02E+60
6052383799f63279b620cae9;2021-03-17T17:11:19.661Z;64.75068;20.960518;-8.223684E-4;0.2551748;0.2624637;0.26245904;17-03-2021T18:11:19.0632+0100;2,02E+60
6052396599f63279b620caec;2021-03-17T17:16:20.107Z;64.75068;20.960518;-8.223684E-4;0.10469053;0.1088224;0.10881603;17-03-2021T18:16:20.0069+0100;2,02E+60
60523a9199f63279b620caef;2021-03-17T17:21:20.564Z;64.75068;20.960518;-8.223684E-4;0.1668447;0.17161049;0.17160746;17-03-2021T18:21:20.0529+0100;2,02E+60
60523bbe99f63279b620caf2;2021-03-17T17:26:21.041Z;64.75068;20.960518;-8.223684E-4;0.2551748;0.2624637;0.26245904;17-03-2021T18:26:21.0007+0100;2,02E+60
60523ce999f63279b620caf4;2021-03-17T17:31:21.487Z;64.75068;20.960518;-9.2409365E-4;0.13118973;0.13607854;0.13607168;17-03-2021T18:31:21.0449+0100;2,02E+60
60523e1599f63279b620caf7;2021-03-17T17:36:21.975Z;64.75068;20.960518;-8.274548E-4;0.23554596;0.24227418;0.2422699;17-03-2021T18:36:21.0926+0100;2,02E+60
60523f4399f63279b620cafa;2021-03-17T17:41:22.441Z;64.75068;20.960518;-8.226228E-4;0.11577618;0.11997104;0.119965464;17-03-2021T18:41:22.0409+0100;2,02E+60
6052406e99f63279b620cafd;2021-03-17T17:46:22.877Z;64.75068;20.960518;-8.2238123E-4;0.10469053;0.1088224;0.10881603;17-03-2021T18:46:22.0842+0100;2,02E+60
6052419b99f63279b620cb00;2021-03-17T17:51:23.343Z;64.75068;20.960518;-9.240943E-4;0.08829625;0.09170617;0.09170109;17-03-2021T18:51:23.0304+0100;2,02E+60
605242cc99f63279b620cb03;2021-03-17T17:56:23.813Z;64.75068;20.960518;-8.274548E-4;0.29443243;0.30284274;0.30283737;17-03-2021T18:56:23.0772+0100;2,02E+60
605243f899f63279b620cb05;2021-03-17T18:01:24.256Z;64.75068;20.960518;-8.226228E-4;0.20610227;0.21198943;0.21198569;17-03-2021T19:01:24.0221+0100;2,02E+60
6052452499f63279b620cb07;2021-03-17T18:06:24.735Z;64.75068;20.960518;-8.2238123E-4;0.1703578;0.17687272;0.17686316;17-03-2021T19:06:24.0700+0100;2,02E+60
6052464d99f63279b620cb0a;2021-03-17T18:11:25.174Z;64.75068;20.960518;-8.223691E-4;0.23554596;0.24227418;0.2422699;17-03-2021T19:11:25.0134+0100;2,02E+60
6052477999f63279b620cb0d;2021-03-17T18:16:25.618Z;64.75068;20.960518;-9.2409377E-4;0.2551748;0.2624637;0.26245904;17-03-2021T19:16:25.0584+0100;2,02E+60
605248a899f63279b620cb10;2021-03-17T18:21:26.108Z;64.75068;20.960518;-9.2917995E-4;0.22573201;0.23217991;0.23217581;17-03-2021T19:21:26.0074+0100;2,02E+60
605249d599f63279b620cb13;2021-03-17T18:26:26.537Z;64.75068;20.960518;-8.2770904E-4;0.11794;0.12245033;0.12244372;17-03-2021T19:26:26.0505+0100;2,02E+60
60524b0199f63279b620cb16;2021-03-17T18:31:26.992Z;64.75068;20.960518;-8.2263554E-4;0.1441489;0.14966153;0.14965345;17-03-2021T19:31:26.0956+0100;2,02E+60
60524c2d99f63279b620cb19;2021-03-17T18:36:27.471Z;64.75068;20.960518;-0.0010258324;0.09556753;0.099692464;0.099685274;17-03-2021T19:36:27.0432+0100;2,02E+60
60524d5799f63279b620cb1c;2021-03-17T18:41:27.939Z;64.75068;20.960518;-9.3426683E-4;0.20610271;0.2119899;0.21198615;17-03-2021T19:41:27.0895+0100;2,02E+60
60524e8699f63279b620cb1f;2021-03-17T18:46:28.385Z;64.75068;20.960518;-8.2796335E-4;0.24536039;0.25236896;0.2523645;17-03-2021T19:46:28.0353+0100;2,02E+60
60524fb299f63279b620cb22;2021-03-17T18:51:28.858Z;64.75068;20.960518;-8.2264823E-4;0.17665946;0.18170564;0.18170242;17-03-2021T19:51:28.0810+0100;2,02E+60
605250dd99f63279b620cb25;2021-03-17T18:56:29.332Z;64.75068;20.960518;-8.223825E-4;0.22573152;0.23217942;0.23217532;17-03-2021T19:56:29.0292+0100;2,02E+60
6052520999f63279b620cb28;2021-03-17T19:01:29.784Z;64.75068;20.960518;-9.240944E-4;0.3336901;0.34322172;0.34321567;17-03-2021T20:01:29.0748+0100;2,02E+60
6052533699f63279b620cb2b;2021-03-17T19:06:30.235Z;64.75068;20.960518;-8.274548E-4;0.11176132;0.11634882;0.11634132;17-03-2021T20:06:30.0194+0100;2,02E+60
6052546299f63279b620cb2d;2021-03-17T19:11:30.685Z;64.75068;20.960518;-9.24348E-4;0.39257744;0.40379116;0.40378404;17-03-2021T20:11:30.0655+0100;2,02E+60
6052558f99f63279b620cb30;2021-03-17T19:16:31.125Z;64.75068;20.960518;1.5632108E-4;0.24536039;0.25236896;0.2523645;17-03-2021T20:16:31.0094+0100;2,02E+60
605256bc99f63279b620cb33;2021-03-17T19:21:31.645Z;64.75068;20.960518;-8.751593E-4;0.14443891;0.14970617;0.14969908;17-03-2021T20:21:31.0609+0100;2,02E+60
605257e899f63279b620cb36;2021-03-17T19:26:32.083Z;64.75068;20.960518;-9.267332E-4;0.19628829;0.20189513;0.20189159;17-03-2021T20:26:32.0047+0100;2,02E+60
6052591499f63279b620cb39;2021-03-17T19:31:32.519Z;64.75068;20.960518;-0.0010310371;0.22777212;0.23592703;0.23591645;17-03-2021T20:31:32.0485+0100;2,02E+60
60525a4099f63279b620cb3c;2021-03-17T19:36:32.976Z;64.75068;20.960518;-8.32802E-4;0.35331893;0.36341128;0.36340484;17-03-2021T20:36:32.0943+0100;2,02E+60
60525b6d99f63279b620cb3f;2021-03-17T19:41:33.454Z;64.75068;20.960518;-0.0010263406;0.16034268;0.16631787;0.1663095;17-03-2021T20:41:33.0423+0100;2,02E+60
60525c9999f63279b620cb42;2021-03-17T19:46:33.901Z;64.75068;20.960518;-0.0010360174;0.27480304;0.2826526;0.2826476;17-03-2021T20:46:33.0868+0100;2,02E+60
60525dc699f63279b620cb45;2021-03-17T19:51:34.761Z;64.75068;20.960518;-9.347761E-4;0.17665984;0.18170603;0.18170282;17-03-2021T20:51:34.0333+0100;2,02E+60
60525ef299f63279b620cb48;2021-03-17T19:56:34.820Z;64.75068;20.960518;-0.0010314392;0.24536039;0.25236896;0.2523645;17-03-2021T20:56:34.0787+0100;2,02E+60
6052602099f63279b620cb4a;2021-03-17T20:01:35.319Z;64.75068;20.960518;-9.3454716E-4;0.38276133;0.39369467;0.3936877;17-03-2021T21:01:35.0283+0100;2,02E+60
6052614d99f63279b620cb4c;2021-03-17T20:06:35.731Z;64.75068;20.960518;-9.2970266E-4;0.19628829;0.20189513;0.20189159;17-03-2021T21:06:35.0698+0100;2,02E+60
6052627999f63279b620cb4f;2021-03-17T20:11:36.232Z;64.75068;20.960518;-9.294604E-4;0.2551748;0.2624637;0.26245904;17-03-2021T21:11:36.0190+0100;2,02E+60
605263a599f63279b620cb52;2021-03-17T20:16:36.680Z;64.75068;20.960518;-0.0010311734;0.19628829;0.20189513;0.20189159;17-03-2021T21:16:36.0651+0100;2,02E+60
605264d199f63279b620cb55;2021-03-17T20:21:37.119Z;64.75068;20.960518;-8.328088E-4;0.1279551;0.13300516;0.13299738;17-03-2021T21:21:37.0085+0100;2,02E+60
605265fe99f63279b620cb58;2021-03-17T20:26:37.592Z;64.75068;20.960518;-8.2289055E-4;0.20610316;0.21199036;0.21198662;17-03-2021T21:26:37.0559+0100;2,02E+60
6052672a99f63279b620cb5b;2021-03-17T20:31:38.027Z;64.75068;20.960518;-9.2411984E-4;0.12264652;0.12703763;0.12703192;17-03-2021T21:31:37.0988+0100;2,02E+60
6052685799f63279b620cb5d;2021-03-17T20:36:38.482Z;64.75068;20.960518;-0.0012343569;0.17093784;0.17696202;0.17695445;17-03-2021T21:36:38.0446+0100;2,02E+60
6052698299f63279b620cb60;2021-03-17T20:41:38.956Z;64.75068;20.960518;-0.0010464184;0.22573201;0.23217991;0.23217581;17-03-2021T21:41:38.0917+0100;2,02E+60
60526aaf99f63279b620cb63;2021-03-17T20:46:39.413Z;64.75068;20.960518;-8.3357096E-4;0.11577643;0.1199713;0.119965725;17-03-2021T21:46:39.0374+0100;2,02E+60
60526bde99f63279b620cb66;2021-03-17T20:51:39.859Z;64.75068;20.960518;-0.001026379;0.3238757;0.333127;0.33312112;17-03-2021T21:51:39.0825+0100;2,02E+60
60526d0899f63279b620cb69;2021-03-17T20:56:40.338Z;64.75068;20.960518;-9.3429425E-4;0.30424684;0.31293747;0.31293195;17-03-2021T21:56:40.0302+0100;2,02E+60
60526e3799f63279b620cb6c;2021-03-17T21:01:40.780Z;64.75068;20.960518;-0.0010314153;0.13875097;0.1441094;0.14410143;17-03-2021T22:01:40.0748+0100;2,02E+60
60526f6299f63279b620cb6f;2021-03-17T21:06:41.249Z;64.75068;20.960518;-0.0010362712;0.30424684;0.31293747;0.31293195;17-03-2021T22:06:41.0215+0100;2,02E+60
